"Questionnaire","Item","Category1","Category2","Category3","Category4","Category5","Category6"
"Self-compassion scale","10.""When I feel inadequate in some way, I try to remind myself that feelings of inadequacy are shared by most people.""","Self","Cognition",NA,NA,NA,NA
"Self-compassion scale","11.""I’m intolerant and impatient towards those aspects of my personality I don't like.""","Self","Cognition",NA,NA,NA,NA
"Self-compassion scale","12.""When I’m going through a very hard time, I give myself the caring and tenderness I need.""","Self","Affect",NA,NA,NA,NA
"Self-compassion scale","13.""When I’m feeling down, I tend to feel like most other people are probably happier than I am.""","Affect","Cognition",NA,NA,NA,NA
"Self-compassion scale","14.""When something painful happens I try to take a balanced view of the situation.""","Cognition","Affect",NA,NA,NA,NA
"Self-compassion scale","15.""I try to see my failings as part of the human condition.""","Self","Cognition",NA,NA,NA,NA
"Self-compassion scale","16.""When I see aspects of myself that I don’t like, I get down on myself.""","Self","Affect",NA,NA,NA,NA
"Self-compassion scale","17.""When I fail at something important to me I try to keep things in perspective.""","Cognition","Affect",NA,NA,NA,NA
"Self-compassion scale","18.""When I’m really struggling, I tend to feel like other people must be having an easier time of it.""","Affect","Cognition",NA,NA,NA,NA
"Self-compassion scale","19.""I’m kind to myself when I’m experiencing suffering.""","Self","Affect",NA,NA,NA,NA
"Self-compassion scale","20.""When something upsets me I get carried away with my feelings.""","Affect","Attention",NA,NA,NA,NA
"Self-compassion scale","21.""I can be a bit cold-hearted towards myself when I'm experiencing suffering.""","Self","Affect",NA,NA,NA,NA
"Self-compassion scale","22.""When I'm feeling down I try to approach my feelings with curiosity and openness.""","Affect","Attention",NA,NA,NA,NA
"Self-compassion scale","23.""I’m tolerant of my own flaws and inadequacies.""","Self","Cognition",NA,NA,NA,NA
"Self-compassion scale","24.""When something painful happens I tend to blow the incident out of proportion.""","Affect","Cognition",NA,NA,NA,NA
"Self-compassion scale","25.""When I fail at something that's important to me, I tend to feel alone in my failure.""","Self","Affect",NA,NA,NA,NA
"Self-compassion scale","26.""I try to be understanding and patient towards those aspects of my personality I don't like.""","Self","Cognition",NA,NA,NA,NA
"Self-efficacy for exercise","""How confident are you right now that you could exercise three times per week for 20 minutes if the weather was bothering you?""","Cognition","Context",NA,NA,NA,NA
"Self-efficacy for exercise","""How confident are you right now that you could exercise three times per week for 20 minutes if you were bored by the program or activity?""","Cognition","Affect",NA,NA,NA,NA
"Self-efficacy for exercise","""How confident are you right now that you could exercise three times per week for 20 minutes if you felt pain when exercising?""","Cognition","Affect","Context",NA,NA,NA
"Self-efficacy for exercise","""How confident are you right now that you could exercise three times per week for 20 minutes if you had to exercise alone?""","Cognition","Context",NA,NA,NA,NA
"Self-efficacy for exercise","""How confident are you right now that you could exercise three times per week for 20 minutes if you did not enjoy it?""","Cognition","Affect",NA,NA,NA,NA
"Self-efficacy for exercise","""How confident are you right now that you could exercise three times per week for 20 minutes if you were too busy with other activities?""","Cognition","Context",NA,NA,NA,NA
"Self-efficacy for exercise","""How confident are you right now that you could exercise three times per week for 20 minutes if you felt tired?""","Cognition","Affect",NA,NA,NA,NA
"Self-efficacy for exercise","""How confident are you right now that you could exercise three times per week for 20 minutes if you felt stressed?""","Cognition","Affect",NA,NA,NA,NA
"Self-efficacy for exercise","""How confident are you right now that you could exercise three times per week for 20 minutes if you felt depressed?""","Cognition","Affect ",NA,NA,NA,NA
"Self-regulation strategies for exercise","1.""I managed my level of physical activity by charting the amount of physical activity.""","Overt Behavior","Cognition",NA,NA,NA,NA
"Self-regulation strategies for exercise","2.""I managed my level of physical activity by asking a friend to be physically active.""","Overt Behavior","Context",NA,NA,NA,NA
"Self-regulation strategies for exercise","3.""I managed my level of physical activity by attempting to get friends to be active instead of sedentary.""","Overt Behavior","Context",NA,NA,NA,NA
"Self-regulation strategies for exercise","4.""I managed my level of physical activity by posting cues for physical activity.""","Overt Behavior","Attention",NA,NA,NA,NA
"Self-regulation strategies for exercise","5.""I managed my level of physical activity by rewarding myself for being active.""","Overt Behavior","Motivation",NA,NA,NA,NA
"Self-regulation strategies for exercise","6.""I managed my level of physical activity by doing things to make physical activity more enjoyable.""","Overt Behavior","Affect",NA,NA,NA,NA
"Self-regulation strategies for exercise","7.""I managed my level of physical activity by scheduling physical activity into my daily plan.""","Overt Behavior","Cognition",NA,NA,NA,NA
"Self-regulation strategies for exercise","8.""I managed my level of physical activity by helping others be physically active.""","Overt Behavior","Context",NA,NA,NA,NA
"Self-regulation strategies for exercise","9.""I managed my level of physical activity by setting physical activity goals.""","Overt Behavior","Motivation",NA,NA,NA,NA
"Self-regulation strategies for exercise","10.""I managed my level of physical activity by setting aside a special time to be active.""","Overt Behavior","Cognition",NA,NA,NA,NA
"Self-regulation strategies for exercise","11.""I managed my level of physical activity by praising myself for doing physical activity.""","Overt Behavior","Self",NA,NA,NA,NA
"Self-regulation strategies for exercise","12.""I managed my level of physical activity by thinking about the benefits of being active.""","Cognition","Motivation",NA,NA,NA,NA
"Self-regulation strategies for exercise","13.""I managed my level of physical activity by choosing convenient activities.""","Overt Behavior","Cognition",NA,NA,NA,NA
"Self-regulation strategies for exercise","14.""I managed my level of physical activity by saying positive things to myself about physical activity.""","Self","Affect",NA,NA,NA,NA
"Self report processes of change for physical activity measure","""1.I recall information people have personally given me on the benefits of exercise.""","Cognition","Attention",NA,NA,NA,NA
"Self report processes of change for physical activity measure","""2.I think about information from articles and advertisements on how to make exercise a regular part of my life.""","Cognition","Attention",NA,NA,NA,NA
"Self report processes of change for physical activity measure","3.I read articles about exercise in an attempt to learn more about it.","Cognition","Attention",NA,NA,NA,NA
"Self report processes of change for physical activity measure","4.I look for information related to exercise.","Cognition","Attention",NA,NA,NA,NA
"Self report processes of change for physical activity measure","5.Warnings about health hazards of inactivity move me emotionally.","Affect","Attention",NA,NA,NA,NA
"Self report processes of change for physical activity measure","6.Dramatic portrayals of the evils of inactivity move me emotionally.","Affect","Attention",NA,NA,NA,NA
"Self report processes of change for physical activity measure","7.I react emotionally to warnings about an inactive life style.","Affect","Attention",NA,NA,NA,NA
"Self report processes of change for physical activity measure","""8.I feel I would be a better role model for others if I exercised regularly.""","Self","Motivation",NA,NA,NA,NA
"Self report processes of change for physical activity measure","""9.I wonder how my inactivity affects those people who are close to me.""","Context","Attention",NA,NA,NA,NA
"Self report processes of change for physical activity measure","10.I realize that I might be able to influence others to be healthier if I would exercise more.","Motivation","Context",NA,NA,NA,NA
"Self report processes of change for physical activity measure","11.Some of my close friends might exercise more if I would.","Context","Motivation",NA,NA,NA,NA
"Self report processes of change for physical activity measure","12.I am considering the idea that regular exercise would make me a healthier, happier person to bearound.","Cognition","Self",NA,NA,NA,NA
"Self report processes of change for physical activity measure","13.I think about the type of person I will be if I keep exercising.","Cognition","Self",NA,NA,NA,NA
"Self report processes of change for physical activity measure","14.I get frustrated with myself when I don't exercise.","Affect","Self",NA,NA,NA,NA
"Self report processes of change for physical activity measure","""15.I consider the fact that I would feel more confident in myself if I exercised regularly.""","Cognition","Self",NA,NA,NA,NA
"Self report processes of change for physical activity measure","""16.I consider the fact that I would feel more confident in myself if I exercised regularly.""","Cognition","Self",NA,NA,NA,NA
"Self report processes of change for physical activity measure","""17.I am aware of more and more people encouraging me to exercise these days.""","Attention","Context",NA,NA,NA,NA
"Self report processes of change for physical activity measure","""18.I notice that more businesses are encouraging their employees to exercise by offering fitness courses and time off to work out.""","Attention","Context",NA,NA,NA,NA
"Self report processes of change for physical activity measure","""19.I am aware that many health clubs now provide free babysitting services to their members.""","Attention","Context",NA,NA,NA,NA
"Self report processes of change for physical activity measure","20.Instead of remaining inactive, I engage in some physical activity.","Overt Behavior","Motivation",NA,NA,NA,NA
"Self report processes of change for physical activity measure","""21.Rather than viewing exercise as simply another task to get out of the way, I try to use it as my special time to relax and recover from the day's worries.""","Motivation","Affect",NA,NA,NA,NA
"Self report processes of change for physical activity measure","""22.When I feel tired, I make myself exercise anyway because I know I will feel better afterward.""","Motivation","Affect",NA,NA,NA,NA
"Self report processes of change for physical activity measure","""23.When I'm feeling tense, I find exercise a great way to relieve my worries.""","Affect","Overt Behavior",NA,NA,NA,NA
"Self report processes of change for physical activity measure","""24.I have someone on whom I can depend when I am having problems with exercising.""","Context","Motivation",NA,NA,NA,NA
"Self report processes of change for physical activity measure","""25.I have a healthy friend who encourages me to exercise when I don't feel up to it.""","Context","Motivation",NA,NA,NA,NA
"Self report processes of change for physical activity measure","""26.I have someone who points out my rationalizations for not exercising.""","Context","Cognition",NA,NA,NA,NA
"Self report processes of change for physical activity measure","27.I have someone who provides feedback about my exercising.","Context","Attention",NA,NA,NA,NA
"Self report processes of change for physical activity measure","28.I reward myself when I exercise.","Motivation","Self",NA,NA,NA,NA
"Self report processes of change for physical activity measure","""29.I try to set realistic goals for myself rather than setting myself up for failure by expecting too much.""","Motivation","Cognition",NA,NA,NA,NA
"Self report processes of change for physical activity measure","""30.When I exercise, I tell myself that I am being good to myself by taking care of my body in this way.""","Self","Motivation",NA,NA,NA,NA
"Self report processes of change for physical activity measure","""31.I do something nice for myself for making efforts to exercise more.""","Self","Motivation",NA,NA,NA,NA
"Self report processes of change for physical activity measure","32.I tell myself I am able to keep exercising if I want to.","Self","Motivation",NA,NA,NA,NA
"Self report processes of change for physical activity measure","33.I tell myself that if I try hard enough I can keep exercising.","Self","Motivation",NA,NA,NA,NA
"Self report processes of change for physical activity measure","34.I make commitments to exercise.","Motivation","Overt Behavior",NA,NA,NA,NA
"Self report processes of change for physical activity measure","""35.I remind myself that I am the only one who is responsible for my health and well-being, and that only I can decide whether or not I will exercise.""","Self","Motivation",NA,NA,NA,NA
"Self report processes of change for physical activity measure","36.I put things around my home to remind me of exercising.","Attention","Overt Behavior",NA,NA,NA,NA
"Self report processes of change for physical activity measure","37.I keep things around my place of work that remind me of exercise.","Attention","Overt Behavior",NA,NA,NA,NA
"Self report processes of change for physical activity measure","38.I remove things that contribute to my inactivity.","Overt Behavior","Attention",NA,NA,NA,NA
"Self report processes of change for physical activity measure","""39.I avoid spending long periods of time in environments that promote inactivity.""","Overt Behavior","Context ",NA,NA,NA,NA
"Social adjustment scale self-report","""Have you been able to talk and listen to your children during the last two weeks?""","Attention","Context",NA,NA,NA,NA
"Social adjustment scale self-report","""I was always able to communicate with my child during the last two weeks""","Overt Behavior","Attention",NA,NA,NA,NA
"Social adjustment scale self-report","""I was usually able to communicate with my child during the last two weeks""","Overt Behavior","Attention",NA,NA,NA,NA
"Social adjustment scale self-report","""About half the time I could communicate my child during the last two weeks""","Overt Behavior","Attention",NA,NA,NA,NA
"Social adjustment scale self-report","""I was usually not able to communicate my child during the last two weeks""","Overt Behavior","Attention",NA,NA,NA,NA
"Social adjustment scale self-report","""I was completely unable to communicate my child during the last two weeks""","Overt Behavior","Attention",NA,NA,NA,NA
"Social adjustment scale self-report","""Not applicable; no children under the age of 2.""","Context",NA,NA,NA,NA,NA
"Social adjustment scale self-report","""How have you been getting along with the children during the last two weeks?""","Attention","Context",NA,NA,NA,NA
"Social adjustment scale self-report","""I had no arguments and got along very well with my child during the last two weeks""","Overt Behavior","Affect",NA,NA,NA,NA
"Social adjustment scale self-report","""I usually got along well but had minor arguments with my child during the last two weeks""","Overt Behavior","Affect","Cognition",NA,NA,NA
"Social adjustment scale self-report","""I had more than one argument with my child during the last two weeks""","Overt Behavior","Affect","Cognition",NA,NA,NA
"Social adjustment scale self-report","""I had many arguments with my child during the last two weeks""","Overt Behavior","Affect","Cognition",NA,NA,NA
"Social adjustment scale self-report","""I was constantly in arguments with my child during the last two weeks""","Overt Behavior","Affect","Cognition ",NA,NA,NA
"Social cultural attitudes towards appearance","1.""TV programs are an important source of information about fashion and ‘‘being attractive.’’""","Cognition","Context",NA,NA,NA,NA
"Social cultural attitudes towards appearance","2.""I’ve felt pressure from TV or magazines to lose weight.""","Affect","Motivation","Context",NA,NA,NA
"Social cultural attitudes towards appearance","3.""I would like my body to look like the people who are on TV.""","Motivation","Self","Cognition",NA,NA,NA
"Social cultural attitudes towards appearance","4.""I compare my body to the bodies of TV and movie stars.""","Attention","Self",NA,NA,NA,NA
"Social cultural attitudes towards appearance","5.""I would like my body to look like the models who appear in magazines.""","Motivation","Self","Cognition",NA,NA,NA
"Social cultural attitudes towards appearance","6.""I compare my appearance to the appearance of TV and movie stars.""","Attention","Self",NA,NA,NA,NA
"Social cultural attitudes towards appearance","7.""Music videos on TV are an important source of information about fashion and ‘‘being attractive.’’""","Cognition","Context",NA,NA,NA,NA
"Social cultural attitudes towards appearance","8.""I’ve felt pressure from TV and magazines to be thin.""","Affect","Motivation","Context",NA,NA,NA
"Social cultural attitudes towards appearance","9.""I would like my body to look like the people who are in the movies.""","Motivation","Self","Cognition",NA,NA,NA
"Social cultural attitudes towards appearance","10.""I’ve felt pressure from TV or magazines to have a perfect body.""","Affect","Motivation","Context",NA,NA,NA
"Social cultural attitudes towards appearance","11.""I wish I looked like the models in music videos.""","Motivation","Self","Cognition",NA,NA,NA
"Social cultural attitudes towards appearance","12.""I try to look like sports athletes.""","Motivation","Self","Overt Behavior",NA,NA,NA
"Social cultural attitudes towards appearance","13.""Famous people are an important source of information about fashion and ‘‘being attractive.’’""","Cognition","Context",NA,NA,NA,NA
"Social cultural attitudes towards appearance","14.""Movies stars an important source of information about fashion and ‘‘being attractive.’’""","Cognition","Context",NA,NA,NA,NA
"Social cultural attitudes towards appearance","15.""I compare my body to that of people in ‘‘good shape.’’""","Attention","Self ",NA,NA,NA,NA
"Chronic pain acceptance questionnaire","""I am leading a full life even with chronic pain.""","Motivation","Self","Context",NA,NA,NA
"Chronic pain acceptance questionnaire","""I am getting on with the business of living regardless of pain level.""","Motivation","Overt Behavior","Context",NA,NA,NA
"Chronic pain acceptance questionnaire","""Life is going well, even though I have chronic pain.""","Self","Context",NA,NA,NA,NA
"Chronic pain acceptance questionnaire","""I am living a normal life despite chronic pain.""","Self","Context",NA,NA,NA,NA
"Chronic pain acceptance questionnaire","""I am sticking to a certain course in life.""","Motivation","Overt Behavior",NA,NA,NA,NA
"Chronic pain acceptance questionnaire","""I am able to take care of responsibilities when pain increases.""","Overt Behavior","Context",NA,NA,NA,NA
"Chronic pain acceptance questionnaire","""I do not have to change pain to get on with life.""","Cognition","Context",NA,NA,NA,NA
"Chronic pain acceptance questionnaire","""It is not necessary to control pain to handle life well.""","Cognition","Context",NA,NA,NA,NA
"Chronic pain acceptance questionnaire","""There are many activities I do when I feel pain.""","Overt Behavior","Context",NA,NA,NA,NA
"Chronic pain acceptance questionnaire","""Controlling pain is less important than other goals for me.""","Motivation","Cognition",NA,NA,NA,NA
"Chronic pain acceptance questionnaire","""It is OK for me to experience pain.""","Cognition","Self",NA,NA,NA,NA
"Chronic pain acceptance questionnaire","""Before I can make plans, I have to control pain.""","Cognition","Attention",NA,NA,NA,NA
"Chronic pain acceptance questionnaire","""My thoughts and feelings must change before I can live better.""","Cognition","Affect",NA,NA,NA,NA
"Chronic pain acceptance questionnaire","""Keeping pain under control is my first priority when active.""","Attention","Motivation",NA,NA,NA,NA
"Chronic pain acceptance questionnaire","""Pain control will improve when I gain control over my thoughts.""","Cognition","Attention",NA,NA,NA,NA
"Chronic pain acceptance questionnaire","""My worries and fears about pain are accurate.""","Cognition","Affect",NA,NA,NA,NA
"Chronic pain acceptance questionnaire","""I need to concentrate on getting rid of pain.""","Attention","Motivation",NA,NA,NA,NA
"Chronic pain acceptance questionnaire","""I would sacrifice important things in life to get rid of pain.""","Motivation","Cognition",NA,NA,NA,NA
"Chronic pain acceptance questionnaire","""I avoid situations where pain might increase.""","Overt Behavior","Attention",NA,NA,NA,NA
"Chronic pain acceptance questionnaire","""I have to struggle to do things when I have pain.""","Overt Behavior","Context ",NA,NA,NA,NA
"Hopelessness scale","1. ""I might as well give up because I can't make things better for myself.""","Self","Motivation","Cognition",NA,NA,NA
"Hopelessness scale","- ""I can't imagine what my life would be like in 10 years.""","Cognition","Self",NA,NA,NA,NA
"Hopelessness scale","- ""My future seems dark to me.""","Cognition","Affect",NA,NA,NA,NA
"Hopelessness scale","- ""I just don't get the breaks, and there's no reason to believe I will in the future.""","Cognition","Motivation","Self",NA,NA,NA
"Hopelessness scale","- ""All I can see ahead of me is unpleasantness rather than pleasantness.""","Cognition","Affect",NA,NA,NA,NA
"Hopelessness scale","- ""I don't expect to get what I really want.""","Motivation","Cognition","Self",NA,NA,NA
"Hopelessness scale","- ""Things just won't work out the way I want them to.""","Cognition","Motivation","Self",NA,NA,NA
"Hopelessness scale","- ""I never get what I want so it's foolish to want anything.""","Cognition","Motivation","Self",NA,NA,NA
"Hopelessness scale","- ""It is very unlikely that I will get any real satisfaction in the future.""","Cognition","Motivation",NA,NA,NA,NA
"Hopelessness scale","- ""The future seems vague and uncertain to me.""","Cognition",NA,NA,NA,NA,NA
"Hopelessness scale","- ""There's no use in really trying to get something I want because I probably won't get it.""","Motivation","Cognition","Self",NA,NA,NA
"Hopelessness scale","- ""I look forward to the future with hope and enthusiasm.""","Affect","Motivation",NA,NA,NA,NA
"Hopelessness scale","- ""When things are going badly, I am helped by knowing they can't stay that way forever.""","Cognition","Motivation","Affect",NA,NA,NA
"Hopelessness scale","- ""I have enough time to accomplish the things I most want to do.""","Motivation","Cognition",NA,NA,NA,NA
"Hopelessness scale","- ""In the future, I expect to succeed in what concerns me most.""","Motivation","Self",NA,NA,NA,NA
"Hopelessness scale","- ""I expect to get more of the good things in life than the average person.""","Motivation","Cognition","Self",NA,NA,NA
"Hopelessness scale","- ""My past experiences have prepared me well for my future.""","Cognition","Self",NA,NA,NA,NA
"Hopelessness scale","- ""When I look ahead to the future, I expect I will be happier than I am now.""","Cognition","Affect",NA,NA,NA,NA
"Hopelessness scale","- ""I have great faith in the future.""","Cognition","Affect",NA,NA,NA,NA
"Hopelessness scale","""I can look forward to more good times than bad times.""","Cognition","Affect ",NA,NA,NA,NA
"General self-efficacy scale","""1. I can always manage to solve difficult problems if I try hard enough.""","Cognition","Motivation","Self",NA,NA,NA
"General self-efficacy scale","""2. If someone opposes me, I can find the means and ways to get what I want.""","Cognition","Motivation",NA,NA,NA,NA
"General self-efficacy scale","""3. It is easy for me to stick to my aims and accomplish my goals.""","Motivation","Cognition","Self",NA,NA,NA
"General self-efficacy scale","""4. I am confident that I could deal efficiently with unexpected events.""","Self","Cognition",NA,NA,NA,NA
"General self-efficacy scale","""5. Thanks to my resourcefulness, I know how to handle unforeseen situations.""","Cognition","Self",NA,NA,NA,NA
"General self-efficacy scale","""6. I can solve most problems if I invest the necessary effort.""","Cognition","Motivation","Self",NA,NA,NA
"General self-efficacy scale","""7. I can remain calm when facing difficulties because I can rely on my coping abilities.""","Self","Affect","Cognition",NA,NA,NA
"General self-efficacy scale","""8. I can remain calm when facing difficulties because I can rely on my coping abilities.""","Self","Affect","Cognition",NA,NA,NA
"General self-efficacy scale","""9. If I am in trouble, I can usually think of a solution.""","Cognition","Motivation",NA,NA,NA,NA
"General self-efficacy scale","""10. I can usually handle whatever comes my way.""","Cognition","Self","Motivation ",NA,NA,NA
"Family adaptability and cohesion scale","1.""Family members seem to avoid contact with each other when at home.""","Context","Overt Behavior",NA,NA,NA,NA
"Family adaptability and cohesion scale","2.""Family members are too dependent on each other.""","Context","Self",NA,NA,NA,NA
"Family adaptability and cohesion scale","3.""Our family has a rule for almost every possible situation.""","Cognition","Context",NA,NA,NA,NA
"Family adaptability and cohesion scale","4.""We never seem to get organized in our family.""","Cognition","Overt Behavior","Context",NA,NA,NA
"Family adaptability and cohesion scale","5.""Togetherness is a top priority in our family.""","Motivation","Context",NA,NA,NA,NA
"Family adaptability and cohesion scale","6.""We are able to change leadership in our family.""","Overt Behavior","Context",NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""1.I notice changes in my body, such as whether my breathing slows down or speeds up.""","Attention","Self",NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""2. I pay attention to whether my muscles are tense or relaxed.""","Attention","Self",NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""3. When I’m walking, I deliberately notice the sensations of my body moving.""","Attention","Self",NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""4.When I take a shower or a bath, I stay alert to the sensations of water on my body.""","Attention","Self",NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""5.I notice how foods and drinks affect my thoughts, bodily sensations, and emotions.""","Attention","Affect","Cognition",NA,NA,NA
"Kentucky inventory of mindfulness skills","""6.I pay attention to sensations, such as the wind in my hair or sun on my face.""","Attention","Self",NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""7. I pay attention to sounds, such as clocks ticking, birds chirping, or cars passing.""","Attention",NA,NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""8.I notice the smells and aromas of things.""","Attention",NA,NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""9.I intentionally stay aware of my feelings.""","Attention","Affect",NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""10. I notice visual elements in art or nature, such as colors, shapes, textures, or patterns of light and shadow.""","Attention",NA,NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""11.I pay attention to how my emotions affect my thoughts and behavior.""","Attention","Affect","Cognition",NA,NA,NA
"Kentucky inventory of mindfulness skills","""12.I notice when my moods begin to change.""","Attention","Affect",NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""13.I’m good at finding the words to describe my feelings.""","Cognition","Affect",NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""14.I can easily put my beliefs, opinions, and expectations into words.""","Cognition","Self",NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""15.I’m good at thinking of words to express my perceptions, such as how things taste, smell, or sound.""","Cognition","Attention",NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""16.It’s hard for me to find the words to describe what I’m thinking.""","Cognition",NA,NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""17.I have trouble thinking of the right words to express how I feel about things.""","Cognition","Affect",NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""18.When I have a sensation in my body, it’s difficult for me to describe it because I can’t find the right words.""","Cognition","Attention","Self",NA,NA,NA
"Kentucky inventory of mindfulness skills","""19.Even when I’m feeling terribly upset, I can find a way to put it into words.""","Cognition","Affect",NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""20. My natural tendency is to put my experiences into words.""","Cognition","Self",NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""21.When I do things, my mind wanders off and I’m easily distracted.""","Attention","Overt Behavior",NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""22.When I’m doing something, I’m only focused on what I’m doing, nothing else.""","Attention","Overt Behavior",NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""23.I drive on “automatic pilot” without paying attention to what I’m doing.""","Attention","Overt Behavior",NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""24.When I’m reading, I focus all my attention on what I’m reading.""","Attention","Overt Behavior",NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""25.When I do things, I get totally wrapped up in them and don’t think about anything else.""","Attention","Overt Behavior",NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""26.I don’t pay attention to what I’m doing because I’m daydreaming, worrying, or otherwise distracted.""","Attention","Overt Behavior",NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""27.When I’m doing chores, such as cleaning or laundry, I tend to daydream or think of other things.""","Attention","Overt Behavior",NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""28.I tend to do several things at once rather than focusing on one thing at a time.""","Attention","Overt Behavior",NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""29. When I’m working on something, part of my mind is occupied with other topics, such as what I'll be doing later, or things I’d rather be doing.""","Attention","Overt Behavior",NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""30.I get completely absorbed in what I’m doing, so that all my attention is focused on it.""","Attention","Overt Behavior",NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""31.I criticize myself for having irrational or inappropriate emotions.""","Cognition","Affect","Self",NA,NA,NA
"Kentucky inventory of mindfulness skills","""32.I tend to evaluate whether my perceptions are right or wrong.""","Cognition","Attention",NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""33.I tell myself that I shouldn’t be feeling the way I’m feeling.""","Cognition","Affect","Self",NA,NA,NA
"Kentucky inventory of mindfulness skills","""34. I believe some of my thoughts are abnormal or bad and I shouldn’t think that way.""","Cognition","Self",NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""35.I make judgments about whether my thoughts are good or bad.""","Cognition","Self",NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""36.I tend to make judgments about how worthwhile or worthless my experiences are.""","Cognition","Self",NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""37.I tell myself that I shouldn’t be thinking the way I’m thinking.""","Cognition","Self",NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""38. I think some of my emotions are bad or inappropriate and I shouldn’t feel them.""","Cognition","Affect","Self",NA,NA,NA
"Kentucky inventory of mindfulness skills","""39. I disapprove of myself when I have irrational ideas.""","Cognition","Self",NA,NA,NA,NA
"Kentucky inventory of mindfulness skills","""Over the past four weeks have you been consciously trying to restrict (cut back) the overall amount that you eat, whether or not you have succeeded?""","Overt Behavior","Motivation ",NA,NA,NA,NA
"Eating disorder examination weight concerns","""Over the past four weeks have you gone for periods of eight or more waking hours without eating anything?""","Overt Behavior",NA,NA,NA,NA,NA
"Eating disorder examination weight concerns","""Over the past four weeks have you tried to avoid eating any foods which you like, whether or not you have succeeded?""","Motivation","Overt Behavior",NA,NA,NA,NA
"Eating disorder examination weight concerns","""Over the past four weeks have you wanted your stomach to be empty?""","Motivation","Affect",NA,NA,NA,NA
"Eating disorder examination weight concerns","""Over the past four weeks have you spent much time between meals thinking about food, eating, or calories?""","Attention","Cognition",NA,NA,NA,NA
"Eating disorder examination weight concerns","""Over the past four weeks have you been afraid of losing control over eating?""","Affect","Cognition",NA,NA,NA,NA
"Eating disorder examination weight concerns","""Over the past four weeks have you eaten in secret?""","Overt Behavior",NA,NA,NA,NA,NA
"Eating disorder examination weight concerns","""Over the past four weeks have you been concerned about other people seeing you eat?""","Affect","Cognition",NA,NA,NA,NA
"Eating disorder examination weight concerns","""Over the past four weeks have you felt guilty after eating?""","Affect","Self",NA,NA,NA,NA
"Eating disorder examination weight concerns","""Over the past four weeks have you had a definite desire to have a completely flat stomach?""","Motivation","Self",NA,NA,NA,NA
"Eating disorder examination weight concerns","""Over the past four weeks have you made yourself sick as a means of controlling your shape or weight?""","Overt Behavior","Cognition",NA,NA,NA,NA
"Eating disorder examination weight concerns","""What about your shape? How has it compared in importance with your weight in influencing how you feel about yourself?""","Self","Affect",NA,NA,NA,NA
"Eating disorder examination weight concerns","""Over the past four weeks have you been afraid that you might gain weight?""","Affect","Cognition",NA,NA,NA,NA
"Eating disorder examination weight concerns","""Over the past four weeks have you been dissatisfied with your overall shape (your figure)?""","Affect","Self",NA,NA,NA,NA
"Eating disorder examination weight concerns","""Over the past four weeks have you felt uncomfortable seeing your body, for example, in the mirror, in shop window reflections, while undressing, or while taking a bath or shower?""","Affect","Self",NA,NA,NA,NA
"Eating disorder examination weight concerns","""Over the past four weeks have you felt uncomfortable about others seeing your body, for example, in communal changing rooms, when swimming, or when wearing clothes that show your shape?""","Affect","Self",NA,NA,NA,NA
"Eating disorder examination weight concerns","""Over the past four weeks have you felt fat?""","Affect","Self",NA,NA,NA,NA
"Eating disorder examination weight concerns","""Over the past four weeks has your weight (the number on the scale) been important in influencing how you feel about (judge, think, evaluate) yourself as a person?""","Self","Cognition",NA,NA,NA,NA
"Eating disorder examination weight concerns","""Over the past four weeks how often have you weighed yourself?""","Overt Behavior",NA,NA,NA,NA,NA
